index,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
9933,2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.5,,,14.3,18.8,"34,541",1017,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-85.3940321 32.9155039)
9951,2021,AL,Alabama,Macon,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,12.3,,,10.4,14.5,"18,895",1087,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-85.692887 32.3870267)
9962,2021,AL,Alabama,Lee,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.2,,,14.7,19.5,"177,218",1081,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.3530477 32.6040644)
9964,2021,AL,Alabama,Coosa,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,21.8,,,19.0,24.8,"10,450",1037,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.2434818 32.9314453)
9968,2021,AL,Alabama,Hale,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.8,,,17.9,26.0,"14,754",1065,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-87.6230608 32.7527958)
9969,2021,AL,Alabama,Choctaw,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,16.8,22.2,"12,533",1023,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-88.2488894 31.9909539)
9977,2021,AL,Alabama,Macon,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.9,,,32.5,41.5,"18,895",1087,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-85.692887 32.3870267)
9984,2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.8,,,6.7,9.0,"98,228",1095,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-86.3216681 34.3095637)
9988,2021,AL,Alabama,Cullman,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,,,7.1,8.8,"89,496",1043,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.8692666 34.1319229)
9989,2021,AL,Alabama,Wilcox,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,27.4,36.6,"10,446",1131,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-87.3049349 31.9900824)
9990,2020,AL,Alabama,Madison,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,76.6,,,74.0,78.9,"395,211",1089,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-86.5510802 34.7642377)
10004,2021,AL,Alabama,Russell,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.8,9.2,"58,722",1113,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-85.1869798 32.2898113)
10008,2021,AL,Alabama,Coffee,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,35.4,,,30.7,40.3,"54,174",1031,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-85.9896022 31.402258)
10014,2021,AL,Alabama,Henry,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.1,,,16.4,22.1,"17,459",1067,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.2399712 31.5169779)
10015,2021,AL,Alabama,Fayette,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,36.8,,,32.2,41.5,"16,148",1057,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-87.7642923 33.7161568)
10016,2021,AL,Alabama,Monroe,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.8,,,71.6,81.4,"19,648",1099,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.3832656 31.5803324)
10024,2021,AL,Alabama,Geneva,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.9,,,5.1,6.8,"26,701",1061,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.8210224 31.0923822)
10027,2020,AL,Alabama,Geneva,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,67.8,,,64.4,70.9,"26,701",1061,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-85.8210224 31.0923822)
10030,2020,AL,Alabama,Shelby,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,32.1,35.4,"226,902",1117,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-86.6780894 33.2630428)
10031,2020,AL,Alabama,Conecuh,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.1,,,70.9,75.2,"11,328",1035,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-86.9887221 31.4309257)
10034,2020,AL,Alabama,Bibb,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.0,,,66.8,75.0,"22,477",1007,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.1271475 33.0158929)
10040,2021,AL,Alabama,Limestone,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.2,,,10.4,14.3,"107,517",1083,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-86.9813995 34.8102387)
10059,2021,AL,Alabama,Cullman,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.4,,,28.7,38.2,"89,496",1043,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.8692666 34.1319229)
10060,2021,AL,Alabama,Butler,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.7,,,14.4,19.1,"18,884",1013,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-86.6819689 31.751667)
10067,2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.9,11.5,"59,095",1001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-86.6464395 32.5322367)
10073,2020,AL,Alabama,Marion,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.9,,,62.7,72.7,"29,246",1093,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.881551 34.1382194)
10078,2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,"239,294",1003,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-87.7460666 30.6592183)
10079,2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,46.5,,,41.8,51.0,"34,541",1017,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-85.3940321 32.9155039)
10082,2021,AL,Alabama,Hale,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.5,,,4.9,6.1,"14,754",1065,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-87.6230608 32.7527958)
10084,2020,AL,Alabama,Cherokee,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.4,,,70.5,76.2,"24,996",1019,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-85.6542417 34.0695153)
10085,2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.8,7.6,"22,760",1025,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.8186244 31.6855211)
10090,2021,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.3,12.1,"115,972",1015,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-85.8279089 33.7705162)
10093,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,,,6.6,8.1,"54,174",1031,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-85.9896022 31.402258)
10103,2021,AL,Alabama,Geneva,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,38.4,,,32.5,44.4,"26,701",1061,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-85.8210224 31.0923822)
10105,2020,AL,Alabama,Tuscaloosa,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.1,,,72.8,79.1,"227,007",1125,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.5227834 33.2902197)
10108,2021,AL,Alabama,Mobile,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,35.8,,,31.5,40.5,"413,073",1097,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-88.1965682 30.6845725)
10117,2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,32.7,40.9,"103,162",1055,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.0342629 34.0476407)
10121,2020,AL,Alabama,Geneva,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,39.3,,,37.7,40.8,"26,701",1061,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-85.8210224 31.0923822)
10126,2021,AL,Alabama,Geneva,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,7.0,,,6.1,8.0,"26,701",1061,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-85.8210224 31.0923822)
10128,2020,AL,Alabama,Lee,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,34.8,37.7,"177,218",1081,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-85.3530477 32.6040644)
10129,2021,AL,Alabama,Henry,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,12.0,18.1,"17,459",1067,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-85.2399712 31.5169779)
10132,2020,AL,Alabama,Walker,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.7,,,68.3,76.8,"64,818",1127,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.3010936 33.7915581)
10134,2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.8,,,8.3,11.4,"239,294",1003,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.7460666 30.6592183)
10140,2020,AL,Alabama,Coffee,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,72.4,,,69.7,75.2,"54,174",1031,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-85.9896022 31.402258)
10146,2021,AL,Alabama,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.1,,,17.3,23.1,"52,773",1071,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.9800556 34.764114)
10151,2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.0,,,28.6,37.6,"103,162",1055,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.0342629 34.0476407)
10153,2021,AL,Alabama,Madison,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.2,,,10.2,14.3,"395,211",1089,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-86.5510802 34.7642377)
10157,2021,AL,Alabama,St. Clair,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.5,7.1,"92,748",1115,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-86.3113273 33.7194907)
10163,2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.2,,,9.6,12.6,"12,533",1023,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-88.2488894 31.9909539)
10164,2021,AL,Alabama,Blount,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.3,,,19.5,27.5,"59,041",1009,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-86.56644 33.9773575)
10167,2020,AL,Alabama,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.2,,,79.5,84.8,"52,773",1071,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-85.9800556 34.764114)
10170,2021,AL,Alabama,Tuscaloosa,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.2,,,15.6,21.0,"227,007",1125,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-87.5227834 33.2902197)
10182,2021,AL,Alabama,Wilcox,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.7,7.3,"10,446",1131,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-87.3049349 31.9900824)
10185,2020,AL,Alabama,Baldwin,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.2,,,71.4,76.9,"239,294",1003,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.7460666 30.6592183)
10187,2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.7,7.4,"45,274",1021,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-86.7266071 32.8540514)
10196,2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,9.2,12.5,"59,095",1001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-86.6464395 32.5322367)
10198,2021,AL,Alabama,Russell,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,,,5.9,7.3,"58,722",1113,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-85.1869798 32.2898113)
10201,2020,AL,Alabama,Chambers,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.6,,,81.6,85.4,"34,541",1017,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-85.3940321 32.9155039)
10203,2021,AL,Alabama,Pickens,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.8,,,12.0,17.8,"18,801",1107,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-88.0968644 33.2968003)
10204,2021,AL,Alabama,Mobile,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.7,,,13.2,18.5,"413,073",1097,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-88.1965682 30.6845725)
10209,2021,AL,Alabama,Henry,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,15.2,,,12.9,17.8,"17,459",1067,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-85.2399712 31.5169779)
10212,2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,30.2,,,26.1,34.4,"71,813",1049,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-85.8040207 34.4609148)
10214,2021,AL,Alabama,Coosa,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,36.0,,,31.2,40.9,"10,450",1037,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-86.2434818 32.9314453)
10223,2021,AL,Alabama,Sumter,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,24.6,,,21.6,27.8,"12,164",1119,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-88.2000571 32.5974811)
10224,2020,AL,Alabama,Colbert,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.5,,,70.5,76.2,"57,474",1033,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.8014569 34.703112)
10227,2021,AL,Alabama,Hale,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.4,,,17.4,25.5,"14,754",1065,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-87.6230608 32.7527958)
10228,2021,AL,Alabama,Lowndes,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.2,5.2,"9,965",1085,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.6505859 32.147888)
10233,2020,AL,Alabama,Baldwin,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.9,,,6.3,14.2,"239,294",1003,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.7460666 30.6592183)
10234,2021,AL,Alabama,Shelby,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.3,,,22.9,29.7,"226,902",1117,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-86.6780894 33.2630428)
10238,2021,AL,Alabama,Fayette,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,12.3,18.4,"16,148",1057,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-87.7642923 33.7161568)
10243,2021,AL,Alabama,Houston,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,34.7,,,29.6,40.2,"107,458",1069,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-85.2964111 31.1581831)
10246,2021,AL,Alabama,Limestone,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.1,,,28.5,37.9,"107,517",1083,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.9813995 34.8102387)
10248,2021,AL,Alabama,Franklin,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,64.4,,,59.4,69.3,"32,013",1059,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-87.8428144 34.4419892)
10249,2021,AL,Alabama,Montgomery,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,32.6,,,28.3,37.4,"227,434",1101,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.2044615 32.2028812)
10261,2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.2,12.0,"103,162",1055,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-86.0342629 34.0476407)
10263,2021,AL,Alabama,Barbour,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,41.7,,,35.6,47.9,"24,964",1005,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-85.4051035 31.8702531)
10266,2021,AL,Alabama,Lowndes,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.7,,,16.1,21.4,"9,965",1085,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.6505859 32.147888)
10268,2021,AL,Alabama,Fayette,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.6,,,4.1,5.2,"16,148",1057,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-87.7642923 33.7161568)
10271,2020,AL,Alabama,Greene,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.2,,,79.7,84.5,"7,629",1063,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.9642005 32.8444965)
10272,2020,AL,Alabama,Houston,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,58.7,,,55.2,62.1,"107,458",1069,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.2964111 31.1581831)
10280,2021,AL,Alabama,Monroe,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.9,,,6.0,7.8,"19,648",1099,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-87.3832656 31.5803324)
10282,2021,AL,Alabama,Greene,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.3,,,28.4,38.3,"7,629",1063,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.9642005 32.8444965)
10290,2021,AL,Alabama,DeKalb,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.0,,,7.9,10.2,"71,813",1049,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-85.8040207 34.4609148)
10291,2021,AL,Alabama,Hale,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.3,4.1,"14,754",1065,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.6230608 32.7527958)
10292,2021,AL,Alabama,Lawrence,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.6,,,7.2,10.2,"33,090",1079,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-87.3218651 34.529776)
10295,2021,AL,Alabama,Cherokee,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.6,,,8.4,10.9,"24,996",1019,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-85.6542417 34.0695153)
10296,2021,AL,Alabama,Lee,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.2,,,12.4,18.0,"177,218",1081,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.3530477 32.6040644)
10297,2021,AL,Alabama,Houston,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.6,,,27.5,36.1,"107,458",1069,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.2964111 31.1581831)
10305,2021,AL,Alabama,Marion,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,4.8,6.7,"29,246",1093,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.881551 34.1382194)
10307,2020,AL,Alabama,Greene,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.6,,,72.1,79.2,"7,629",1063,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.9642005 32.8444965)
